building_type,apartment_condition,rooms,layout,housing_stock,author,price,developer,balcony,parcing_space,bathroom,living,total_floors,floor,region,city,sector,street,area
,Белый вариант,2-х комнатная квартира,,Новострой,Агентство,245000.0,,3,Oткрытое,2,Квартира с ливингом,5,2.0,Кишинёв мун.,Кишинёв,Центр,ул. Лакулуй 35,90
,Eвроремонт,2-х комнатная квартира,,Вторичный,Агентство,89900.0,,1,Oткрытое,1,Квартира с ливингом,5,5.0,Кишинёв мун.,Кишинёв,Ботаника,ул. Христо Ботев 21,47
,Eвроремонт,2-х комнатная квартира,,Новострой,Агентство,280000.0,Eldorado Terra,2,Oткрытое,2,Квартира с ливингом,17,14.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Bogdan Voievod 1,93
Kотельцовый,Белый вариант,2-х комнатная квартира,,Новострой,Застройщик,76920.0,Varicom,,Подземная,1,Квартира с ливингом,6,2.0,Кишинёв мун.,Криково,Центр,str. Chişinău 68,64
,Белый вариант,1-комнатная квартира,,Новострой,Агентство,80000.0,,,,1,Квартира с ливингом,7,4.0,Кишинёв мун.,Дурлешты,Центр,str. Mihai Viteazul .,50
,Eвроремонт,3-х комнатная квартира,,Новострой,Агентство,179800.0,,1,,2,Квартира с ливингом,19,6.0,Кишинёв мун.,Кишинёв,Чокана,str. Mihail Sadoveanu .,66
Панельный,Косметический pемонт,2-х комнатная квартира,,Вторичный,Частное лицо,60000.0,,1,Oткрытое,2,,21,20.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Dacia 29,43
,Белый вариант,2-х комнатная квартира,,Новострой,Агентство,240000.0,,1,Подземная,1,Квартира с ливингом,7,3.0,Кишинёв мун.,Кишинёв,Центр,str. Moara Roșie 5,80
,Белый вариант,2-х комнатная квартира,,Новострой,Агентство,102900.0,,1,Oткрытое,1,,10,5.0,Кишинёв мун.,Кишинёв,Центр,ул. Текуч 3/1,64
,Eвроремонт,2-х комнатная квартира,,Вторичный,Агентство,127000.0,,2,Oткрытое,1,Квартира с ливингом,5,4.0,Кишинёв мун.,Кишинёв,Буюканы,ул. Сучава 110,72
,Eвроремонт,2-х комнатная квартира,,Новострой,Агентство,175000.0,,1,Oткрытое,2,Квартира с ливингом,10,2.0,Кишинёв мун.,Кишинёв,Ботаника,ул. Ашхабад 127/6,78
,Косметический pемонт,3-х комнатная квартира,,Вторичный,Агентство,74500.0,,1,Oткрытое,1,,5,4.0,Кишинёв мун.,Кишинёв,Чокана,ул. Волунтарилор 4,59
,Косметический pемонт,2-х комнатная квартира,,Вторичный,Агентство,107900.0,,,Oткрытое,1,Квартира с ливингом,4,2.0,Кишинёв мун.,Кишинёв,Центр,бул. Юрий Гагарин 5,63
Kотельцовый,Eвроремонт,3-х комнатная квартира,Индивидуальная,Вторичный,Агентство,111900.0,,1,Oткрытое,1,,5,4.0,Кишинёв мун.,Кишинёв,Ботаника,ул. Николае Титулеску 28,60
Kомбинированный,Индивидуальный дизайн,3-х комнатная квартира,,Новострой,Агентство,490000.0,,2,Подземная,2,Квартира без ливинга,10,8.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Nadejda Russo 14,185
Ячеистый Бетон,Белый вариант,2-х комнатная квартира,Индивидуальная,Новострой,Застройщик,81432.0,Astercon,Нет,Гараж,1,Квартира без ливинга,6,6.0,Кишинёв мун.,Дурлешты,Центр,str. Durlești 8,56
,Eвроремонт,2-х комнатная квартира,,Новострой,Частное лицо,139199.0,Ecovzor,,Oткрытое,,Квартира с ливингом,14,2.0,Кишинёв мун.,Кишинёв,Старая Почта,str. Iazului 38,58
,,3-х комнатная квартира,,Новострой,Агентство,209000.0,Inamstro,1,Oткрытое,1,Квартира с ливингом,13,,Кишинёв мун.,Кишинёв,Буюканы,ул. Каля Ешилор 6,85
Kотельцовый,Eвроремонт,2-х комнатная квартира,,Вторичный,Агентство,82000.0,,,Oткрытое,1,,5,5.0,Кишинёв мун.,Кишинёв,Рышкановка,ул. Николай Димо 13/4,42
,Eвроремонт,3-х комнатная квартира,,Новострой,Агентство,192000.0,,1,Oткрытое,2,Квартира с ливингом,11,10.0,Кишинёв мун.,Кишинёв,Ботаника,ул. Гренобле 128/1,130
,Eвроремонт,2-х комнатная квартира,Индивидуальная,Вторичный,Агентство,94900.0,,1,Oткрытое,1,,16,2.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Traian 23/1,60
Mонолитный,Eвроремонт,2-х комнатная квартира,Индивидуальная,Вторичный,Агентство,89900.0,,1,Oткрытое,2,,16,5.0,Кишинёв мун.,Кишинёв,Центр,ул. Измаил 92/1,62
Kомбинированный,Eвроремонт,1-комнатная квартира,Индивидуальная,Новострой,Агентство,99900.0,Forum Prim,1,Oткрытое,1,,9,6.0,Кишинёв мун.,Кишинёв,Буюканы,ул. Николае Костин 44/7,45
,Белый вариант,3-х комнатная квартира,,Новострой,Агентство,119900.0,Exfactor-grup,1,Oткрытое,2,Квартира с ливингом,10,1.0,Кишинёв мун.,Кишинёв,Буюканы,str. Ion Buzdugan 13,87
,Eвроремонт,1-комнатная квартира,,Новострой,Агентство,121900.0,Exfactor-grup,1,Oткрытое,1,Квартира с ливингом,12,4.0,Кишинёв мун.,Кишинёв,Чокана,bd. Mircea cel Bătrân 41/F,45
Ячеистый Бетон,Белый вариант,2-х комнатная квартира,Индивидуальная,Новострой,Застройщик,109833.0,Astercon,2,Гараж,2,Квартира без ливинга,5,5.0,Кишинёв мун.,Ставчены,Центр,Grăiești  10,70
Kирпичный,Eвроремонт,2-х комнатная квартира,Индивидуальная,Новострой,Агентство,143900.0,Solomon Construct Imobil,1,,1,Квартира с ливингом,11,10.0,Кишинёв мун.,Кишинёв,Ботаника,str. Jubiliară 40,67
Kирпичный,Белый вариант,2-х комнатная квартира,Индивидуальная,Новострой,Агентство,124500.0,Exfactor-grup,2,Подземная,2,Квартира с ливингом,10,8.0,Кишинёв мун.,Кишинёв,Чокана,str. Nicolae Milescu Spatarul 57,71
,Eвроремонт,2-х комнатная квартира,,Вторичный,Агентство,79900.0,,1,Oткрытое,1,,5,2.0,Кишинёв мун.,Кишинёв,Ботаника,str. Muncesti 806,45
,Eвроремонт,1-комнатная квартира,,Новострой,Агентство,97000.0,,1,Oткрытое,1,Квартира с ливингом,7,1.0,Кишинёв мун.,Дурлешты,Центр,Regina Elizaveta 2,44
,Косметический pемонт,2-х комнатная квартира,,Новострой,Агентство,159900.0,Exfactor-grup,2,Oткрытое,1,Квартира с ливингом,12,10.0,Кишинёв мун.,Кишинёв,Центр,ул. Лев Толстой 74,70
,Eвроремонт,3-х комнатная квартира,,Новострой,Агентство,235000.0,Exfactor-grup,1,Oткрытое,2,Квартира с ливингом,12,2.0,Кишинёв мун.,Кишинёв,Буюканы,str. Vasile Lupu 28a,87
,Eвроремонт,2-х комнатная квартира,,Новострой,Агентство,169900.0,Braus Imobiliare,1,Подземная,1,Квартира с ливингом,17,8.0,Кишинёв мун.,Кишинёв,Телецентр,str. Constantin Vârnav 32/A,72
,Белый вариант,2-х комнатная квартира,Индивидуальная,Новострой,Агентство,185000.0,Inamstro,,Подземная,1,Квартира с ливингом,13,6.0,Кишинёв мун.,Кишинёв,Буюканы,ул. Каля Ешилор 6,80
,Eвроремонт,2-х комнатная квартира,,Новострой,Агентство,205000.0,Lagmar Impex,1,Подземная,1,Квартира с ливингом,8,6.0,Кишинёв мун.,Кишинёв,Центр,ул. Пан Халиппа 6/D,72
Ячеистый Бетон,Eвроремонт,3-х комнатная квартира,Индивидуальная,Новострой,Агентство,244900.0,Lagmar Impex,1,Подземная,1,Квартира с ливингом,14,9.0,Кишинёв мун.,Кишинёв,Телецентр,ул. Николае Тестемицану 19,76
,Eвроремонт,2-х комнатная квартира,,Новострой,Агентство,309000.0,,,Подземная,2,Квартира с ливингом,7,4.0,Кишинёв мун.,Кишинёв,Центр,str. Moara Rosie 5/A,84
Блочный,Косметический pемонт,3-х комнатная квартира,Индивидуальная,Вторичный,Частное лицо,102000.0,,1,Oткрытое,2,,9,3.0,Кишинёв мун.,Кишинёв,Центр,bd. Ştefan cel Mare şi Sfânt 6,72
,Eвроремонт,1-комнатная квартира,,Вторичный,Агентство,65900.0,,,,1,,4,1.0,Кишинёв мун.,Кишинёв,Рышкановка,Tudor Vladimirescu  .,30
Панельный,Косметический pемонт,1-комнатная квартира,Индивидуальная,Вторичный,Агентство,60000.0,,1,Oткрытое,2,,21,20.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Dacia 29,43
,Eвроремонт,1-комнатная квартира,,Вторичный,Агентство,55000.0,,,,,,5,2.0,Кишинёв мун.,Кишинёв,Центр,str. Alexandr Pușkin 53,28
Блочный,Без ремонта,3-х комнатная квартира,Индивидуальная,Вторичный,Агентство,102000.0,,1,Oткрытое,2,,9,3.0,Кишинёв мун.,Кишинёв,Центр,bd. Ştefan cel Mare şi Sfânt 6,72
,Eвроремонт,3-х комнатная квартира,,Вторичный,Агентство,92900.0,,1,Oткрытое,1,Квартира с ливингом,5,3.0,Кишинёв мун.,Кишинёв,Рышкановка,ул. Тудор Владимиреску 8,55
,Eвроремонт,1-комнатная квартира,,Вторичный,Агентство,41900.0,,,Oткрытое,1,,10,9.0,Кишинёв мун.,Кишинёв,Ботаника,ул. Буребиста 36/2,23
,Eвроремонт,Комната,,Вторичный,Агентство,38900.0,,,Oткрытое,1,,5,3.0,Кишинёв мун.,Кишинёв,Чокана,ул. Мария Дрэган 20/2,23
,Eвроремонт,2-х комнатная квартира,,Новострой,Агентство,205000.0,Exfactor-grup,,Oткрытое,1,Квартира с ливингом,14,2.0,Кишинёв мун.,Кишинёв,Буюканы,ул. Василе Лупу 28a,70
,Eвроремонт,1-комнатная квартира,,Новострой,Агентство,69900.0,Sky House,1,Oткрытое,1,Квартира без ливинга,10,5.0,Кишинёв мун.,Кишинёв,Ботаника,str. Bacioii Noi 14D,30
,Eвроремонт,1-комнатная квартира,,Новострой,Агентство,147000.0,Exfactor-grup,1,Oткрытое,1,Квартира с ливингом,14,11.0,Кишинёв мун.,Кишинёв,Буюканы,ул. Василе Лупу 28,50
,Косметический pемонт,2-х комнатная квартира,Мс (Молд. Серия),Вторичный,Агентство,105000.0,,1,Oткрытое,2,Квартира без ливинга,9,4.0,Кишинёв мун.,Кишинёв,Центр,ул. Кахул 8,55
,Eвроремонт,2-х комнатная квартира,,Новострой,Агентство,166900.0,Basconslux,,Подземная,1,Квартира с ливингом,11,11.0,Кишинёв мун.,Кишинёв,Чокана,пр-т Мирча чел Бэтрын 43/B,73
,Eвроремонт,1-комнатная квартира,,Новострой,Агентство,124900.0,Exfactor-grup,1,Подземная,1,Квартира с ливингом,12,6.0,Кишинёв мун.,Кишинёв,Буюканы,ул. Ион Буздуган 3,50
,Eвроремонт,3-х комнатная квартира,,Новострой,Агентство,235000.0,Exfactor-grup,1,Подземная,2,Квартира с ливингом,14,1.0,Кишинёв мун.,Кишинёв,Чокана,пр-т Мирча чел Бэтрын 41/A,91
,Eвроремонт,2-х комнатная квартира,,Новострой,Агентство,167000.0,Braus Imobiliare,1,Oткрытое,1,Квартира с ливингом,22,17.0,Кишинёв мун.,Кишинёв,Чокана,пр-т Мирча чел Бэтрын 15,70
,Eвроремонт,2-х комнатная квартира,,Вторичный,Агентство,89900.0,,1,Oткрытое,1,Квартира с ливингом,5,4.0,Кишинёв мун.,Кишинёв,Телецентр,ул. Миорица 10,42
,Eвроремонт,3-х комнатная квартира,,Новострой,Агентство,185000.0,Exfactor-grup,,Oткрытое,2,Квартира с ливингом,11,1.0,Кишинёв мун.,Кишинёв,Рышкановка,ул. Ион Буздуган 11,86
,Eвроремонт,2-х комнатная квартира,,Новострой,Агентство,204900.0,Exfactor-grup,1,Oткрытое,1,Квартира с ливингом,14,11.0,Кишинёв мун.,Кишинёв,Буюканы,ул. Василе Лупу 28a,70
,Косметический pемонт,1-комнатная квартира,,Вторичный,Агентство,118000.0,,,Oткрытое,1,,5,1.0,Кишинёв мун.,Кишинёв,Центр,ул. 31 Августа 1989 105,41
,Eвроремонт,1-комнатная квартира,,Новострой,Агентство,135000.0,Braus Imobiliare,1,Oткрытое,1,Квартира с ливингом,20,10.0,Кишинёв мун.,Кишинёв,Чокана,bd. Mircea cel Batran 15,48
Kирпичный,Eвроремонт,3-х комнатная квартира,Индивидуальная,Новострой,Агентство,185000.0,Exfactor-grup,1,Подземная,2,Квартира с ливингом,10,1.0,Кишинёв мун.,Кишинёв,Буюканы,ул. Ион Буздуган 11,86
,Eвроремонт,2-х комнатная квартира,,Новострой,Агентство,149000.0,,2,Oткрытое,1,Квартира с ливингом,16,12.0,Кишинёв мун.,Кишинёв,Ботаника,str. Grădina Botanică 20/1,71
Kирпичный,Белый вариант,2-х комнатная квартира,Индивидуальная,Новострой,Агентство,285000.0,NG Invest,1,,1,Квартира с ливингом,8,4.0,Кишинёв мун.,Кишинёв,Центр,str. Serghei Lazo 46,89
,Eвроремонт,1-комнатная квартира,,Новострой,Агентство,113800.0,Lagmar Impex,,Oткрытое,1,,10,4.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Cornesti 17,40
,Eвроремонт,2-х комнатная квартира,,Новострой,Агентство,149000.0,,1,Oткрытое,1,Квартира с ливингом,14,14.0,Кишинёв мун.,Кишинёв,Ботаника,ул. Николай Зелински 15/3,80
Бетон,Eвроремонт,2-х комнатная квартира,,Новострой,Частное лицо,169000.0,,Нет,Oткрытое,1,Квартира с ливингом,3,3.0,Кишинёв мун.,Кишинёв,Центр,str. Ivan Zaikin 51,63
,Eвроремонт,1-комнатная квартира,,Вторичный,Агентство,63500.0,,,Oткрытое,1,,5,1.0,Кишинёв мун.,Кишинёв,Ботаника,str. Nicolae Titulescu 32,30
,Без ремонта,4-x комнатная квартира,143,Вторичный,Агентство,114900.0,,3,Oткрытое,2,,9,5.0,Кишинёв мун.,Кишинёв,Центр,ул. Албишоара 76/7,91
,,1-комнатная квартира,,Вторичный,Агентство,68000.0,,1,,1,,5,3.0,Кишинёв мун.,Кишинёв,Рышкановка,Alecu Russo 3/2,31
,Eвроремонт,2-х комнатная квартира,,Новострой,Агентство,92900.0,,1,,1,,4,3.0,Кишинёв мун.,Кишинёв,Ботаника,Str. Minsk 26/2,45
,Белый вариант,3-х комнатная квартира,,Новострой,Агентство,91000.0,,,,,,9,7.0,Кишинёв мун.,Дурлешты,Центр,str. Cartușa 95/2,73
,Белый вариант,2-х комнатная квартира,,Новострой,Агентство,126900.0,,,,1,,9,2.0,Кишинёв мун.,Кишинёв,Буюканы,Str. Ioana Radu 27,70
,,2-х комнатная квартира,,Вторичный,Агентство,82000.0,,,,,,16,5.0,Кишинёв мун.,Кишинёв,Буюканы,Piața Unirii Principatelor 3,37
Панельный,Косметический pемонт,3-х комнатная квартира,,Вторичный,Частное лицо,102900.0,,2,Oткрытое,2,,9,7.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Andrei Doga 30,79
,Белый вариант,2-х комнатная квартира,,Новострой,Застройщик,106560.0,Estate Invest Company,,Подземная,,Квартира с ливингом,9,4.0,Кишинёв мун.,Кишинёв,Чокана,str. Bucovinei 5/63,72
Бетон,Eвроремонт,1-комнатная квартира,Мс (Молд. Серия),Вторичный,Застройщик,76900.0,,,,,,10,7.0,Кишинёв мун.,Кишинёв,Буюканы,str. Liviu Deleanu 3/2,36
,,1-комнатная квартира,,Вторичный,Частное лицо,60000.0,,1,,1,,5,5.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Matei Basarab 10,31
Kирпичный,Белый вариант,3-х комнатная квартира,,Новострой,Агентство,169500.0,,2,Подземная,2,Квартира с ливингом,5,5.0,Кишинёв мун.,Кишинёв,Ботаника,пр. Дачия 56,93
Kотельцовый,Eвроремонт,1-комнатная квартира,Индивидуальная,Новострой,Частное лицо,104500.0,,,,1,Квартира с ливингом,9,1.0,Кишинёв мун.,Кишинёв,Буюканы,str. Liviu Deleanu 5/6,54
Kомбинированный,Белый вариант,1-комнатная квартира,,Новострой,Агентство,58050.0,Lagmar Impex,1,Подземная,1,Квартира с ливингом,9,4.0,Кишинёв мун.,Кишинёв,Телецентр,șos. Hâncești 142,43
Kотельцовый,Нуждается в ремонте,2-х комнатная квартира,Брж (Брежневка),Вторичный,Агентство,80000.0,,1,Oткрытое,2,,5,1.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Florilor 18/2,56
Панельный,,2-х комнатная квартира,,Вторичный,Частное лицо,81900.0,,1,,1,,5,5.0,Кишинёв мун.,Кишинёв,Ботаника,str. Teilor 9/3,48
,Eвроремонт,2-х комнатная квартира,,Новострой,Застройщик,245000.0,Inamstro,,Подземная,1,Квартира с ливингом,8,4.0,Кишинёв мун.,Кишинёв,Центр,str. Mihai Eminescu 76,63
Kотельцовый,Индивидуальный дизайн,2-х комнатная квартира,Хрущевка,Вторичный,Частное лицо,103900.0,,1,Oткрытое,1,,4,2.0,Кишинёв мун.,Кишинёв,Ботаника,str. Minsk 28,47
,Белый вариант,2-х комнатная квартира,,Новострой,Агентство,88900.0,,1,,1,Квартира с ливингом,16,5.0,Кишинёв мун.,Ставчены,Центр,str. Constantin Stamati 2/1,63
,Белый вариант,1-комнатная квартира,,Новострой,Агентство,62120.0,,1,,1,Квартира с ливингом,16,5.0,Кишинёв мун.,Ставчены,Центр,str. Constantin Stamati 2/1,44
Ячеистый Бетон,Eвроремонт,1-комнатная квартира,,Новострой,Агентство,71900.0,,1,,,,16,13.0,Кишинёв мун.,Ставчены,Центр,str. Constantin Stamati 2/1,44
Ячеистый Бетон,Eвроремонт,1-комнатная квартира,,Новострой,Агентство,79900.0,,1,,1,,16,15.0,Кишинёв мун.,Ставчены,Центр,str. Constantin Stamati 2/1,45
Kотельцовый,Eвроремонт,1-комнатная квартира,,Вторичный,Агентство,76000.0,,1,,1,,5,5.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Miron Costin 22,33
Kирпичный,Eвроремонт,2-х комнатная квартира,,Вторичный,Агентство,255000.0,,2,,2,Квартира с ливингом,7,7.0,Кишинёв мун.,Кишинёв,Центр,str. Moara Roșie 20,85
,,2-х комнатная квартира,,Новострой,Агентство,179000.0,,,,,,17,16.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Bogdan Voievod 1/D,66
,Eвроремонт,3-х комнатная квартира,,Вторичный,Агентство,82900.0,,1,Oткрытое,1,,2,2.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Postei  92,90
Kирпичный,Белый вариант,2-х комнатная квартира,,Новострой,Агентство,100800.0,,1,,1,,6,4.0,Кишинёв мун.,Кишинёв,Буюканы,Durlesti -,67
,,3-х комнатная квартира,,Вторичный,Агентство,150000.0,,,,,Квартира с ливингом,1,1.0,Кишинёв мун.,Кишинёв,Центр,str. Vasile Alecsandri 85,72
,,2-х комнатная квартира,,Новострой,,90000.0,,,,,,9,4.0,Кишинёв мун.,Кишинёв,Телецентр,sos. Hincesti 142,73
,Белый вариант,1-комнатная квартира,,Новострой,Застройщик,47300.0,,1,Подземная,1,Квартира с ливингом,11,2.0,Кишинёв мун.,Дурлешты,Центр,str. Regina Elisabeta *,43
,Eвроремонт,1-комнатная квартира,,Новострой,Агентство,79900.0,,1,,,,10,10.0,Кишинёв мун.,Кишинёв,Телецентр,șos Hâncesti -142/B,40
,,2-х комнатная квартира,,Вторичный,Агентство,83900.0,,,,,,5,1.0,Кишинёв мун.,Кишинёв,Ботаника,str. Independenței 7,51
,,3-х комнатная квартира,,Новострой,Агентство,320000.0,,,,,,10,10.0,Кишинёв мун.,Кишинёв,Центр,str. Valea Trandafirilor 16,175
,,1-комнатная квартира,,Вторичный,Агентство,76500.0,,,,,,5,4.0,Кишинёв мун.,Кишинёв,Ботаника,str. Independenței 9/1,32
Kомбинированный,Eвроремонт,2-х комнатная квартира,Индивидуальная,Новострой,Частное лицо,129940.0,Lagmar Impex,1,,1,Квартира с ливингом,10,9.0,Кишинёв мун.,Кишинёв,Центр,str. Albișoara 72/5,52
,Eвроремонт,1-комнатная квартира,,Новострой,Агентство,143000.0,,1,,1,,17,15.0,Кишинёв мун.,Кишинёв,Ботаника,str. Tudor Strișcă 19/4,52
,Eвроремонт,2-х комнатная квартира,,Новострой,Застройщик,195600.0,,,,,,9,5.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Decebal 99,65
,Eвроремонт,2-х комнатная квартира,,Новострой,Агентство,150000.0,,,,,,10,5.0,Кишинёв мун.,Кишинёв,Телецентр,str. Sprîncenoaia 3/K,65
,Eвроремонт,2-х комнатная квартира,,Новострой,Агентство,283000.0,,1,Подземная,1,,10,10.0,Кишинёв мун.,Кишинёв,Буюканы,str. Ioana Radu ---,113
Панельный,Eвроремонт,1-комнатная квартира,Индивидуальная,Вторичный,Частное лицо,64000.0,Vlaviocons,,,1,,10,9.0,Кишинёв мун.,Кишинёв,Телецентр,str. Miorița 3/2,34
Kотельцовый,Нуждается в ремонте,3-х комнатная квартира,Ст (Сталинка),Вторичный,Агентство,86600.0,,1,Oткрытое,1,,5,3.0,Кишинёв мун.,Кишинёв,Центр,bd. Iuri Gagarin /,55
