building_type,apartment_condition,rooms,layout,housing_stock,author,price,developer,balcony,parcing_space,bathroom,living,total_floors,floor,region,city,sector,street,area
,Eвроремонт,2-х комнатная квартира,,Вторичный,Агентство,78000.0,,,,,,6,6.0,Кишинёв мун.,Кишинёв,Рышкановка,ул. Алеку Руссо 3/1,54
,Белый вариант,3-х комнатная квартира,,Новострой,Застройщик,157040.0,,2,,2,Квартира с ливингом,5,4.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Dacia 58/27,93
,Белый вариант,3-х комнатная квартира,,Новострой,Агентство,139900.0,,1,,2,,11,10.0,Кишинёв мун.,Кишинёв,Телецентр,str. Sprîncenoaia *,92
,Eвроремонт,3-х комнатная квартира,,Новострой,Застройщик,157050.0,,1,Подземная,1,Квартира с ливингом,5,2.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Dacia 55,93
Mонолитный,Eвроремонт,2-х комнатная квартира,,Новострой,Частное лицо,237900.0,,,Гараж,1,,11,10.0,Кишинёв мун.,Кишинёв,Центр,str. Lev Tolstoi 74,78
,,2-х комнатная квартира,,Новострой,Застройщик,215000.0,,,,,Квартира с ливингом,12,1.0,Кишинёв мун.,Кишинёв,Центр,str. Albișoara 78/4,86
,Eвроремонт,2-х комнатная квартира,,Вторичный,Агентство,84500.0,,1,Oткрытое,1,,9,1.0,Кишинёв мун.,Кишинёв,Телецентр,str. Pietrarilor 4,51
Kомбинированный,Белый вариант,2-х комнатная квартира,Индивидуальная,Новострой,Застройщик,121450.0,A-casa,1,Подземная,1,Квартира с ливингом,5,4.0,Кишинёв мун.,Кишинёв,Буюканы,str-la Bisericii 1,70
Kотельцовый,Eвроремонт,1-комнатная квартира,,Вторичный,Агентство,62900.0,,,Oткрытое,1,,5,5.0,Кишинёв мун.,Кишинёв,Ботаника,str. Independenței 14/1,38
Mонолитный,Eвроремонт,1-комнатная квартира,Индивидуальная,Вторичный,Застройщик,79800.0,,1,Oткрытое,1,,5,3.0,Кишинёв мун.,Кишинёв,Ботаника,ул. Николай Зелински 30/3,35
,Нуждается в ремонте,3-х комнатная квартира,,Вторичный,Агентство,155000.0,,,,,,5,3.0,Кишинёв мун.,Кишинёв,Центр,bd. Ştefan cel Mare şi Sfânt 64,65
,Eвроремонт,3-х комнатная квартира,Индивидуальная,Новострой,Частное лицо,228500.0,,2,Oткрытое,2,Квартира с ливингом,11,3.0,Кишинёв мун.,Кишинёв,Центр,str. Nicolae Testemițanu 3/7,97
Kирпичный,Eвроремонт,2-х комнатная квартира,Индивидуальная,Новострой,Частное лицо,175000.0,,1,Гараж,1,Квартира с ливингом,8,6.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Socoleni 2A,77
,Eвроремонт,2-х комнатная квартира,,Вторичный,Агентство,174900.0,,,,,Квартира с ливингом,9,4.0,Кишинёв мун.,Кишинёв,Ботаника,str. Burebista 25,71
,,1-комнатная квартира,,Новострой,Агентство,127000.0,Lagmar Impex,,Oткрытое,1,Квартира с ливингом,12,10.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Cornesti 17,41
,Eвроремонт,3-х комнатная квартира,,Вторичный,Агентство,119000.0,,,,,,5,1.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Cuza Vodă 18/1,80
Kотельцовый,Eвроремонт,1-комнатная квартира,,Новострой,Агентство,99000.0,Astercon,1,Oткрытое,1,Квартира без ливинга,8,4.0,Кишинёв мун.,Кишинёв,Буюканы,str. Durleşti 10/D,40
,Белый вариант,2-х комнатная квартира,,Новострой,Частное лицо,85000.0,Inamstro,,,1,,16,11.0,Кишинёв мун.,Кишинёв,Ботаника,str. Grădina Botanică 18/1,52
,Eвроремонт,1-комнатная квартира,,Новострой,Частное лицо,97000.0,Pamir Construct,2,Подземная,1,,9,2.0,Кишинёв мун.,Кишинёв,Центр,str. Ialoveni 100/3,46
,Без ремонта,4-x комнатная квартира,,Вторичный,Застройщик,126000.0,,,,2,,10,9.0,Кишинёв мун.,Кишинёв,Ботаника,str. Valea Crucii 22,91
,,1-комнатная квартира,,Вторичный,Частное лицо,78500.0,,,,,Квартира с ливингом,16,7.0,Кишинёв мун.,Кишинёв,Буюканы,str. Eugen Coca 19,41
Kотельцовый,,3-х комнатная квартира,,Вторичный,Застройщик,82900.0,,1,Oткрытое,1,,5,2.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Nicolae Dimo 29/3,62
,Индивидуальный дизайн,3-х комнатная квартира,Индивидуальная,Новострой,Частное лицо,399000.0,,1,Oткрытое,2,Квартира с ливингом,7,,Кишинёв мун.,Кишинёв,Центр,str. Nicolae Testemițanu 17/17,156
Kомбинированный,Белый вариант,2-х комнатная квартира,,Новострой,Частное лицо,85900.0,Lagmar Impex,1,,1,Квартира с ливингом,9,4.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Tudor Vladimirescu 1/8,53
Kирпичный,Eвроремонт,3-х комнатная квартира,,Новострой,Частное лицо,134800.0,,,,,,10,3.0,Кишинёв мун.,Кишинёв,Телецентр,str. Miorita 1/1,66
Kотельцовый,Индивидуальный дизайн,1-комнатная квартира,Ст (Сталинка),Вторичный,Частное лицо,76900.0,,Нет,Oткрытое,1,Квартира с ливингом,4,3.0,Кишинёв мун.,Кишинёв,Рышкановка,ул. Думитру Рышкану 3,34
Ячеистый Бетон,Белый вариант,1-комнатная квартира,,Новострой,Застройщик,58986.0,Astercon,Нет,Гараж,1,Квартира без ливинга,6,1.0,Кишинёв мун.,Дурлешты,Центр,str. Durlești 8,41
,Eвроремонт,2-х комнатная квартира,,Новострой,Частное лицо,133000.0,Inamstro,,,1,Квартира с ливингом,10,5.0,Кишинёв мун.,Кишинёв,Буюканы,str. Ioana Radu 27/6,46
Бетон,Eвроремонт,1-комнатная квартира,,Новострой,Частное лицо,115000.0,Eldorado Terra,,,,Квартира с ливингом,15,5.0,Кишинёв мун.,Кишинёв,Центр,str. Nicolae Testemitanu 3,41
,Eвроремонт,2-х комнатная квартира,,Новострой,Агентство,136900.0,,,,,,13,10.0,Кишинёв мун.,Кишинёв,Чокана,bd. Mircea cel Bătrân 46,65
Mонолитный,Eвроремонт,3-х комнатная квартира,Индивидуальная,Вторичный,Частное лицо,135000.0,,,,,Квартира с ливингом,13,8.0,Кишинёв мун.,Кишинёв,Буюканы,str. Vissarion Belinski 61,85
Kомбинированный,Индивидуальный дизайн,2-х комнатная квартира,,Вторичный,Частное лицо,130000.0,,1,Oткрытое,1,Квартира с ливингом,5,4.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Cuza Vodă 38/2,56
,Eвроремонт,3-х комнатная квартира,,Новострой,Частное лицо,112000.0,,2,,1,,10,5.0,Кишинёв мун.,Кишинёв,Ботаника,str. Sarmizegetusa 53E,48
Kирпичный,Индивидуальный дизайн,3-х комнатная квартира,,Новострой,Частное лицо,349900.0,Sky House,,Гараж,2,Квартира с ливингом,3,3.0,Кишинёв мун.,Кишинёв,Телецентр,1-й пер. Чокырлией 5/1,115
,Белый вариант,1-комнатная квартира,,Новострой,Частное лицо,184900.0,Solomon Construct Imobil,1,Подземная,1,Квартира с ливингом,15,13.0,Кишинёв мун.,Кишинёв,Центр,bd. Stefan cel Mare si Sfint 171/3,47
,Белый вариант,1-комнатная квартира,,Новострой,Застройщик,58220.0,Lagmar Impex,,Oткрытое,1,,9,4.0,Кишинёв мун.,Кишинёв,Телецентр,șos. Hâncești 142,41
,Белый вариант,3-х комнатная квартира,,Новострой,Застройщик,103721.0,,2,,2,Квартира с ливингом,10,1.0,Кишинёв мун.,Кишинёв,Старая Почта,str. Ceucari 14,86
,Eвроремонт,2-х комнатная квартира,,Новострой,Частное лицо,259900.0,,Нет,,1,Квартира с ливингом,9,3.0,Кишинёв мун.,Кишинёв,Центр,str. Grigore Alexandrescu 3/A,70
,Eвроремонт,2-х комнатная квартира,,Новострой,Застройщик,179000.0,Estate Invest Company,1,Oткрытое,1,Квартира с ливингом,8,2.0,Кишинёв мун.,Кишинёв,Ботаника,ул. Ворничень 3,60
Kотельцовый,Eвроремонт,2-х комнатная квартира,,Новострой,Застройщик,149800.0,AMIC,2,Oткрытое,2,Квартира с ливингом,8,1.0,Кишинёв мун.,Кишинёв,Телецентр,str. Nicolae Testemițanu 37,82
Бетон,Eвроремонт,1-комнатная квартира,,Новострой,Застройщик,140000.0,Inamstro,,,1,Квартира с ливингом,13,3.0,Кишинёв мун.,Кишинёв,Центр,ул. Каля Ешилор 4,48
,Косметический pемонт,2-х комнатная квартира,143,Вторичный,Агентство,93000.0,,1,Oткрытое,2,,9,5.0,Кишинёв мун.,Кишинёв,Центр,Albisoara 76,52
,Eвроремонт,2-х комнатная квартира,143,Вторичный,Агентство,99900.0,,1,,1,,10,9.0,Кишинёв мун.,Кишинёв,Центр,bd. Dimitrie Cantemir 3,52
,Eвроремонт,2-х комнатная квартира,Индивидуальная,Новострой,Агентство,116000.0,,,Oткрытое,1,,12,11.0,Кишинёв мун.,Кишинёв,Рышкановка,str-la 1 Florarii;str-la 1 Florării .,61
Mонолитный,Eвроремонт,2-х комнатная квартира,Брж (Брежневка),Вторичный,Застройщик,96000.0,,1,Oткрытое,1,,5,2.0,Кишинёв мун.,Кишинёв,Ботаника,str. Grenoble 163/2,46
Kомбинированный,Индивидуальный дизайн,1-комнатная квартира,Гостинка,Вторичный,,52000.0,,,,1,Квартира без ливинга,5,4.0,Кишинёв мун.,Кишинёв,Буюканы,bd. Alba-Iulia 8/1,27
,Белый вариант,3-х комнатная квартира,,Новострой,Застройщик,174345.0,Solomon Construct Imobil,2,Подземная,2,Квартира с ливингом,12,8.0,Кишинёв мун.,Кишинёв,Ботаника,str. Grenoble 134/4,116
,,2-х комнатная квартира,,Новострой,Застройщик,315000.0,Inamstro,1,Oткрытое,1,Квартира с ливингом,13,13.0,Кишинёв мун.,Кишинёв,Центр,str. Ion Creangă 5/2,93
,,3-х комнатная квартира,,Новострой,Застройщик,94300.0,Solomon Construct Imobil,,,,Квартира с ливингом,12,7.0,Кишинёв мун.,Кишинёв,Телецентр,str. Ialoveni 100/2,82
,Eвроремонт,1-комнатная квартира,,Вторичный,Агентство,42500.0,,,,,,9,2.0,Кишинёв мун.,Кишинёв,Ботаника,str. Sarmizegetusa 94/1,24
,Eвроремонт,2-х комнатная квартира,Индивидуальная,Новострой,Агентство,167500.0,Eldorado Terra,1,Oткрытое,1,Квартира с ливингом,12,7.0,Кишинёв мун.,Кишинёв,Чокана,str. Ginta Latina 12/12,80
,Индивидуальный дизайн,3-х комнатная квартира,,Вторичный,Частное лицо,158000.0,,,Oткрытое,2,Квартира с ливингом,5,1.0,Кишинёв мун.,Кишинёв,Буюканы,str. Buiucani 4,113
,Eвроремонт,3-х комнатная квартира,,Новострой,Частное лицо,154900.0,,,,,Квартира с ливингом,6,4.0,Кишинёв мун.,Кишинёв,Буюканы,bd. Alba-Iulia 91/1,70
,Eвроремонт,2-х комнатная квартира,,Новострой,Застройщик,174000.0,Inamstro,,,,,13,12.0,Кишинёв мун.,Кишинёв,Скулянка,str. Calea Ieșilor 6,60
,,1-комнатная квартира,,Новострой,Частное лицо,89000.0,,,,,,10,9.0,Кишинёв мун.,Кишинёв,Рышкановка,ул. Чеукарь 2/4,55
Бетон,Сдан в эксплуатацию,3-х комнатная квартира,Индивидуальная,Новострой,Застройщик,157760.0,Inamstro,1,Oткрытое,1,Квартира с ливингом,5,3.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Dacia 58,93
Бетон,Eвроремонт,3-х комнатная квартира,,Новострой,Застройщик,199000.0,Sky House,1,,,,10,10.0,Кишинёв мун.,Кишинёв,Центр,str. Nicolae Dimo 4/1,75
Mонолитный,Белый вариант,1-комнатная квартира,,Новострой,Застройщик,57600.0,,,Гараж,1,Квартира с ливингом,6,6.0,Кишинёв мун.,Криково,Центр,str. Vasile Alescandri 5,48
Kотельцовый,Eвроремонт,2-х комнатная квартира,Хрущевка,Вторичный,Частное лицо,109900.0,,Нет,,1,Квартира с ливингом,5,1.0,Кишинёв мун.,Кишинёв,Ботаника,str. Nicolae Titulescu 10,55
,,2-х комнатная квартира,143,Вторичный,Частное лицо,110000.0,,1,,2,,9,8.0,Кишинёв мун.,Кишинёв,Ботаника,str. Grenoble 130,55
,Белый вариант,3-х комнатная квартира,,Новострой,Застройщик,499000.0,,2,,2,Квартира с ливингом,17,15.0,Кишинёв мун.,Кишинёв,Центр,bd. Ştefan cel Mare şi Sfânt 171/3,126
,Eвроремонт,1-комнатная квартира,,Новострой,Агентство,98900.0,,1,Oткрытое,1,,9,4.0,Кишинёв мун.,Кишинёв,Центр,str. Gheorghe Cașu 30/E,47
Kирпичный,Eвроремонт,2-х комнатная квартира,,Новострой,Агентство,189000.0,Exfactor-grup,,,,Квартира с ливингом,10,8.0,Кишинёв мун.,Кишинёв,Чокана,bd. Mircea cel Bătrân 41/F,65
Бетон,Белый вариант,2-х комнатная квартира,Индивидуальная,Новострой,Застройщик,145000.0,Inamstro,1,,1,Квартира с ливингом,9,4.0,Кишинёв мун.,Кишинёв,Центр,str. Nicolae Testemițanu 12a,8
Kотельцовый,Косметический pемонт,Комната,Гостинка,Вторичный,Частное лицо,52500.0,,Нет,Oткрытое,1,,2,2.0,Кишинёв мун.,Кишинёв,Буюканы,str. 27 Martie 1918 3,30
,,2-х комнатная квартира,,Новострой,Частное лицо,172900.0,Exfactor-grup,,,,Квартира с ливингом,9,4.0,Кишинёв мун.,Кишинёв,Буюканы,str. Ion Buzdugan 13,72
,Eвроремонт,2-х комнатная квартира,,Новострой,Агентство,495000.0,Estate Invest Company,1,Подземная,2,Квартира с ливингом,13,,Кишинёв мун.,Кишинёв,Рышкановка,bd. Moscova 9/5,130
Kирпичный,Eвроремонт,3-х комнатная квартира,,Новострой,Частное лицо,300000.0,,1,Подземная,,Квартира с ливингом,10,2.0,Кишинёв мун.,Кишинёв,Центр,str. Mihai Eminescu 63,86
Панельный,Косметический pемонт,4-x комнатная квартира,Индивидуальная,Вторичный,Частное лицо,115000.0,A-casa,2,Oткрытое,2,Квартира с ливингом,14,12.0,Кишинёв мун.,Кишинёв,Рышкановка,bd. Moscova 17/1,81
Kирпичный,Белый вариант,2-х комнатная квартира,,Новострой,Частное лицо,103000.0,,1,,1,,11,5.0,Кишинёв мун.,Кишинёв,Центр,str. Tecuci 3/1,64
Mонолитный,Белый вариант,3-х комнатная квартира,Индивидуальная,Новострой,Застройщик,499000.0,Solomon Construct Imobil,2,Подземная,2,Квартира с ливингом,17,15.0,Кишинёв мун.,Кишинёв,Центр,str. Constantin Stere 20,126
Kотельцовый,Белый вариант,2-х комнатная квартира,,Новострой,Застройщик,85522.0,Varicom,,Подземная,2,Квартира с ливингом,6,3.0,Кишинёв мун.,Криково,Центр,str. Chişinău 68,70
,Eвроремонт,1-комнатная квартира,,Вторичный,Застройщик,52200.0,,,Oткрытое,1,,5,1.0,Кишинёв мун.,Кишинёв,Ботаника,str. Nikolai Zelinski 5/6,21
,Белый вариант,2-х комнатная квартира,,Новострой,Застройщик,124900.0,,,Подземная,2,,10,3.0,Кишинёв мун.,Кишинёв,Буюканы,str. Onisifor Ghibu 10,52
,Eвроремонт,1-комнатная квартира,,Вторичный,Застройщик,47500.0,,,Oткрытое,1,,5,3.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Cuza Vodă 3,24
,Eвроремонт,2-х комнатная квартира,,Новострой,Агентство,194900.0,Exfactor-grup,1,Oткрытое,1,Квартира с ливингом,14,4.0,Кишинёв мун.,Кишинёв,Буюканы,str. Vasile Lupu 28,72
,Eвроремонт,3-х комнатная квартира,,Новострой,Агентство,199000.0,Pamir Construct,,Oткрытое,1,Квартира с ливингом,8,2.0,Кишинёв мун.,Кишинёв,Ботаника,str. Ghica Vodă 5,75
,Eвроремонт,3-х комнатная квартира,,Новострой,Агентство,525000.0,,1,Oткрытое,3,Квартира с ливингом,7,,Кишинёв мун.,Кишинёв,Центр,str. Moara Rosie 5/D,145
,Без ремонта,2-х комнатная квартира,,Вторичный,Агентство,62900.0,,,,,,6,5.0,Кишинёв мун.,Кишинёв,Чокана,str. Vadul lui Vodă 62/2,45
Блочный,Белый вариант,3-х комнатная квартира,Индивидуальная,Новострой,Частное лицо,172000.0,Exfactor-grup,1,Подземная,1,Квартира с ливингом,11,3.0,Кишинёв мун.,Кишинёв,Буюканы,str. Vasile Lupu 28,86
,Eвроремонт,2-х комнатная квартира,,Новострой,Застройщик,199500.0,Inamstro,1,Подземная,1,Квартира с ливингом,13,12.0,Кишинёв мун.,Кишинёв,Буюканы,str. Ion Creangă 5/4,75
,Eвроремонт,2-х комнатная квартира,,Новострой,Застройщик,339000.0,,,Oткрытое,2,Квартира с ливингом,10,2.0,Кишинёв мун.,Кишинёв,Центр,str. Albisoara;str. Albișoara 78/4,97
,Белый вариант,1-комнатная квартира,,Новострой,Застройщик,76356.0,,,Oткрытое,1,Квартира с ливингом,6,4.0,Кишинёв мун.,Кишинёв,Буюканы,str. Bisericii 1,55
,,2-х комнатная квартира,,Новострой,Застройщик,137870.0,,1,,1,Квартира с ливингом,9,5.0,Кишинёв мун.,Кишинёв,Центр,str. Nicolae Testemitanu 12,83
,Eвроремонт,3-х комнатная квартира,,Новострой,Частное лицо,249000.0,,1,Подземная,2,Квартира с ливингом,9,7.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Academician Sergiu Radautanu 3,117
Kирпичный,Eвроремонт,2-х комнатная квартира,,Новострой,Агентство,192000.0,Exfactor-grup,1,Подземная,2,Квартира с ливингом,13,9.0,Кишинёв мун.,Кишинёв,Буюканы,str. Vasile Lupu 28,75
,Белый вариант,1-комнатная квартира,,Новострой,Застройщик,59378.0,,1,Подземная,1,Квартира с ливингом,12,8.0,Кишинёв мун.,Дурлешты,Центр,str. Nicolae Dimo 88/1,54
,Белый вариант,2-х комнатная квартира,Индивидуальная,Новострой,Агентство,104400.0,,,Oткрытое,2,,6,3.0,Кишинёв мун.,Кишинёв,Буюканы,str. Durlești .,72
,Белый вариант,1-комнатная квартира,Индивидуальная,Новострой,Агентство,67200.0,,1,Oткрытое,2,,11,6.0,Кишинёв мун.,Кишинёв,Ботаника,str. Cetatea Alba .,42
,Белый вариант,1-комнатная квартира,,Новострой,Застройщик,51587.0,,1,Подземная,1,Квартира с ливингом,4,3.0,Кишинёв мун.,Кишинёв,Телецентр,str. Ialoveni 102,42
,Белый вариант,2-х комнатная квартира,,Новострой,Застройщик,110925.0,Solomon Construct Imobil,1,Подземная,2,Квартира с ливингом,12,1.0,Кишинёв мун.,Кишинёв,Ботаника,str. Grenoble 134/4,74
,Белый вариант,1-комнатная квартира,Индивидуальная,Новострой,Агентство,68200.0,,,Oткрытое,1,,6,3.0,Кишинёв мун.,Кишинёв,Буюканы,str. Durlești .,44
,Белый вариант,2-х комнатная квартира,,Новострой,Застройщик,102979.0,,1,Подземная,1,Квартира с ливингом,4,2.0,Кишинёв мун.,Кишинёв,Телецентр,str. Ialoveni 102,72
,Белый вариант,2-х комнатная квартира,Индивидуальная,Новострой,Агентство,78000.0,,,Oткрытое,1,,6,3.0,Кишинёв мун.,Кишинёв,Буюканы,str. Durlești .,52
,,1-комнатная квартира,,Новострой,Застройщик,65000.0,Lagmar Impex,,,,Квартира с ливингом,14,4.0,Кишинёв мун.,Кишинёв,Старая Почта,str. Ceucari 11/1,47
,Белый вариант,1-комнатная квартира,,Новострой,Застройщик,60335.0,,1,Подземная,1,Квартира с ливингом,12,5.0,Кишинёв мун.,Дурлешты,Центр,str. Nicolae Dimo 88,55
,Белый вариант,2-х комнатная квартира,,Новострой,Застройщик,71500.0,Solomon Construct Imobil,1,Подземная,2,Квартира с ливингом,10,6.0,Кишинёв мун.,Дурлешты,Центр,str. Nicolae Dimo 24a,65
,Белый вариант,2-х комнатная квартира,,Новострой,Застройщик,81920.0,Varicom,1,Подземная,1,Квартира с ливингом,16,3.0,Кишинёв мун.,Кишинёв,Рышкановка,str-la Studenților 18,64
Kирпичный,Белый вариант,1-комнатная квартира,,Новострой,Частное лицо,120000.0,Inamstro,,Подземная,1,Квартира с ливингом,13,5.0,Кишинёв мун.,Кишинёв,Центр,str. Ghenadie Iablocikin 2/2,48
Kотельцовый,,2-х комнатная квартира,,Вторичный,Частное лицо,85000.0,,1,,2,Квартира без ливинга,5,5.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Dumitru Rîșcanu 33/1,60
,,2-х комнатная квартира,,Вторичный,Застройщик,83500.0,,1,,,,5,2.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Andrei Doga 22,46
Kотельцовый,Cерый вариант,4-x комнатная квартира,,Вторичный,Застройщик,115900.0,,1,,,Квартира с ливингом,5,2.0,Кишинёв мун.,Кишинёв,Ботаника,str. Independenței 8,120
,Белый вариант,2-х комнатная квартира,,Новострой,Застройщик,74382.0,,,,,Квартира с ливингом,6,7.0,Кишинёв мун.,Криково,Центр,str. Burebista 2,76
,Белый вариант,3-х комнатная квартира,,Новострой,Застройщик,249150.0,Ecovzor,2,Подземная,2,Квартира с ливингом,13,13.0,Кишинёв мун.,Кишинёв,Старая Почта,ул. Язулуй 38,151
Kирпичный,Белый вариант,1-комнатная квартира,,Новострой,Застройщик,50660.0,NG Invest,1,Подземная,1,Квартира без ливинга,10,5.0,Кишинёв мун.,Дурлешты,Центр,str. Nicolae Dimo 24a,43
,Белый вариант,2-х комнатная квартира,,Новострой,Застройщик,98400.0,Sky House,,Подземная,2,,18,14.0,Кишинёв мун.,Кишинёв,Ботаника,str. Dimineții 10a,67
,Белый вариант,2-х комнатная квартира,,Новострой,Агентство,129500.0,,1,Oткрытое,2,Квартира с ливингом,10,2.0,Кишинёв мун.,Кишинёв,Чокана,ул. Вадул луй Водэ 30,82
,Белый вариант,2-х комнатная квартира,,Новострой,Агентство,120900.0,Horus,1,Oткрытое,1,Квартира с ливингом,18,17.0,Кишинёв мун.,Кишинёв,Рышкановка,ул. Тудор Владимиреску 1,81
,Белый вариант,1-комнатная квартира,,Новострой,Агентство,80600.0,,Нет,Oткрытое,1,Квартира с ливингом,11,2.0,Кишинёв мун.,Кишинёв,Чокана,str. Bucovinei 1,52
,Белый вариант,2-х комнатная квартира,,Новострой,Застройщик,72360.0,Estate Invest Company,,,,Квартира с ливингом,12,6.0,Кишинёв мун.,Кишинёв,Телецентр,str. Ialoveni 134,67
,Белый вариант,2-х комнатная квартира,,Новострой,Агентство,108750.0,,Нет,Oткрытое,1,Квартира с ливингом,11,3.0,Кишинёв мун.,Кишинёв,Чокана,str. Bucovinei 1,75
,Белый вариант,2-х комнатная квартира,,Новострой,Застройщик,87740.0,Estate Invest Company,,,,Квартира с ливингом,12,12.0,Кишинёв мун.,Кишинёв,Телецентр,str. Ialoveni 134,82
,Eвроремонт,3-х комнатная квартира,,Новострой,Агентство,259900.0,,,Oткрытое,2,Квартира с ливингом,10,10.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Bogdan Voievod 7,117
,Eвроремонт,2-х комнатная квартира,,Новострой,Агентство,490000.0,,Нет,Oткрытое,1,Квартира с ливингом,8,2.0,Кишинёв мун.,Кишинёв,Центр,ул. Александру чел Бун 49/2,149
,Белый вариант,2-х комнатная квартира,,Новострой,Агентство,180000.0,,1,Oткрытое,1,Квартира без ливинга,9,1.0,Кишинёв мун.,Кишинёв,Центр,str. Melestiu 0,63
Kотельцовый,Eвроремонт,3-х комнатная квартира,,Новострой,Частное лицо,153900.0,Astercon,,,,Квартира с ливингом,9,6.0,Кишинёв мун.,Кишинёв,Буюканы,str. Durleşti 10/D,75
,Eвроремонт,2-х комнатная квартира,,Новострой,Застройщик,127900.0,A-casa,2,Подземная,1,,9,2.0,Кишинёв мун.,Кишинёв,Ботаника,str. Dimineții 22,72
,,2-х комнатная квартира,,Вторичный,Агентство,83000.0,,,,,Квартира с ливингом,5,5.0,Кишинёв мун.,Кишинёв,Ботаника,str. Grenoble 161/4,47
,Белый вариант,2-х комнатная квартира,,Новострой,Застройщик,207900.0,Ecovzor,2,Подземная,2,Квартира с ливингом,13,13.0,Кишинёв мун.,Кишинёв,Рышкановка,ул. Язулуй 38,126
,Eвроремонт,1-комнатная квартира,,Новострой,Агентство,119000.0,Pamir Construct,,Oткрытое,1,Квартира с ливингом,9,8.0,Кишинёв мун.,Кишинёв,Ботаника,ул. Гика Водэ 5,38
,Сдан в эксплуатацию,2-х комнатная квартира,,Вторичный,Агентство,83000.0,,,,,Квартира с ливингом,5,5.0,Кишинёв мун.,Кишинёв,Ботаника,str. Grenoble 161/4,47
,,Комната,,Вторичный,Частное лицо,33500.0,,,,,,5,4.0,Кишинёв мун.,Кишинёв,Буюканы,str. Doina și Ion Aldea-Teodorovici 12/2,24
,Eвроремонт,1-комнатная квартира,,Вторичный,Агентство,134550.0,Comalion & Co,1,,1,Квартира с ливингом,14,14.0,Кишинёв мун.,Кишинёв,Буюканы,str. Ghioceilor 2/1,69
,Eвроремонт,1-комнатная квартира,,Вторичный,Агентство,44900.0,,,,,,5,3.0,Кишинёв мун.,Кишинёв,Чокана,str. Vasile Vărzaru 9,22
,Белый вариант,2-х комнатная квартира,,Новострой,Застройщик,72250.0,Lagmar Impex,1,Oткрытое,2,Квартира с ливингом,14,2.0,Кишинёв мун.,Кишинёв,Старая Почта,str. Ceucari 14,58
,Белый вариант,2-х комнатная квартира,,Новострой,Застройщик,98681.0,Lagmar Impex,,Подземная,2,Квартира с ливингом,9,6.0,Кишинёв мун.,Кишинёв,Старая Почта,str. Ceucari 14,67
,Белый вариант,1-комнатная квартира,,Новострой,Застройщик,58520.0,Varicom,1,Подземная,1,Квартира с ливингом,16,5.0,Кишинёв мун.,Кишинёв,Рышкановка,str-la Studenților 18,44
,,2-х комнатная квартира,,Новострой,Застройщик,86940.0,Lagmar Impex,1,,2,,14,13.0,Кишинёв мун.,Кишинёв,Старая Почта,str. Ceucari 14,63
,Белый вариант,1-комнатная квартира,,Новострой,Застройщик,72400.0,,1,,1,,16,12.0,Кишинёв мун.,Кишинёв,Ботаника,str. Grădina Botanică 18/1,48
,Eвроремонт,1-комнатная квартира,,Вторичный,Агентство,62000.0,,Нет,,1,,9,9.0,Кишинёв мун.,Кишинёв,Чокана,str. Ginta Latină --,35
,Белый вариант,1-комнатная квартира,,Новострой,Агентство,69500.0,,Нет,Подземная,1,,7,3.0,Кишинёв мун.,Дурлешты,Центр,str. Regina Elisabeta ,45
,Белый вариант,1-комнатная квартира,,Новострой,Застройщик,79420.0,,1,Oткрытое,1,Квартира с ливингом,5,4.0,Кишинёв мун.,Кишинёв,Буюканы,str. Bisericii 1,52
,Белый вариант,3-х комнатная квартира,Индивидуальная,Новострой,Агентство,266540.0,,1,,3,,12,12.0,Кишинёв мун.,Кишинёв,Ботаника, str. Grenoble  134/2,133
,Белый вариант,1-комнатная квартира,,Новострой,Застройщик,64900.0,Lagmar Impex,,Oткрытое,1,,9,7.0,Кишинёв мун.,Кишинёв,Телецентр,șos. Hâncești 142,45
,Eвроремонт,1-комнатная квартира,,Новострой,Агентство,68900.0,,,,1,,10,,Кишинёв мун.,Кишинёв,Старая Почта,str. Poștei 53,31
,Белый вариант,1-комнатная квартира,,Новострой,Застройщик,58590.0,,1,Подземная,1,Квартира с ливингом,6,1.0,Кишинёв мун.,Кишинёв,Буюканы,str. Bisericii 1,36
,,2-х комнатная квартира,,Новострой,Застройщик,103500.0,Solomon Construct Imobil,,,,,12,5.0,Кишинёв мун.,Кишинёв,Ботаника,str. Grenoble 134/2,69
,Белый вариант,1-комнатная квартира,Индивидуальная,Новострой,Агентство,69400.0,,,Oткрытое,1,Квартира с ливингом,9,6.0,Кишинёв мун.,Кишинёв,Старая Почта,str. Socoleni .,49
