rooms,bathroom,apartment_condition,total_floors,floor,area,price_per_sqm,floor_ratio,has_balcony,has_living,building_type_Kомбинированный,building_type_Kотельцовый,building_type_Mонолитный,building_type_Бетон,building_type_Блочный,building_type_Панельный,building_type_Ячеистый Бетон,housing_stock_Новострой,author_Банк,author_Застройщик,author_Частное лицо,parcing_space_Гараж,parcing_space_Под навесом,parcing_space_Подземная,latitude,longitude,distance_to_sector_center,geocode_missing,latitude_for_model,longitude_for_model,distance_to_sector_center_for_model,bathroom_missing,apartment_condition_missing,rooms_missing,floor_ratio_missing,city_Дурлешты,city_Кишинёв,city_Криково,city_Ставчены,sector_Ботаника,sector_Буюканы,sector_Окраина,sector_Рышкановка,sector_Скулянка,sector_Старая Почта,sector_Телецентр,sector_Центр,sector_Чокана
2.0,1.0,0.0,8,4.0,68,1100.0,0.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,47.0152396,28.7514441,970.7299177288405,0,47.0152396,28.7514441,970.7299177288405,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.0,1.0,0.0,8,5.0,41,1120.0,0.625,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0152396,28.7514441,970.7299177288405,0,47.0152396,28.7514441,970.7299177288405,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2.0,1.0,0.0,12,6.0,72,1568.0555555555557,0.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46.9808444,28.8410401,1264.7393059298602,0,46.9808444,28.8410401,1264.7393059298602,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3.0,1.0,4.0,8,4.0,94,2021.276595744681,0.5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0359878,28.8784826,797.048163589138,0,47.0359878,28.8784826,797.048163589138,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3.0,1.0,2.0,9,9.0,77,1558.4415584415585,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.036502,28.7735791,2246.7857229061133,0,47.036502,28.7735791,2246.7857229061133,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3.0,1.0,2.0,5,4.0,64,1062.5,0.8,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,46.9794798,28.9352514,597.1980461835492,0,46.9794798,28.9352514,597.1980461835492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3.0,1.0,4.0,9,9.0,71,1195.774647887324,1.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,47.0460274,28.8878382,6419.605307599659,0,47.0460274,28.8878382,6419.605307599659,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.0,1.0,4.0,5,3.0,80,1337.5,0.6,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,47.0278497,28.7942613,1405.6539303755198,0,47.0278497,28.7942613,1405.6539303755198,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2.0,1.0,0.0,9,5.0,58,1468.9655172413793,0.5555555555555556,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,46.954918,28.9212222,6288.62844061508,0,46.954918,28.9212222,6288.62844061508,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2.0,1.0,0.0,8,7.0,51,1844.862745098039,0.875,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0457058,28.847542,3577.277052205277,0,47.0457058,28.847542,3577.277052205277,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.0,1.0,0.0,5,1.0,48,1510.4166666666667,0.2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,47.0411775,28.8687745,973.6685601607302,0,47.0411775,28.8687745,973.6685601607302,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2.0,1.0,2.0,4,2.0,53,2358.490566037736,0.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,47.0302416,28.836465,772.1519276809152,0,47.0302416,28.836465,772.1519276809152,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.0,1.0,4.0,12,4.0,45,2708.8888888888887,0.3333333333333333,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0578339,28.8885862,2428.0213458290164,0,47.0578339,28.8885862,2428.0213458290164,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2.0,1.0,4.0,10,1.0,60,2983.3333333333335,0.1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0084043,28.8581175,2632.066489758212,0,47.0084043,28.8581175,2632.066489758212,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3.0,1.0,4.0,9,9.0,71,1195.774647887324,1.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,47.0460274,28.8878382,1118.4661994493345,0,47.0460274,28.8878382,1118.4661994493345,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,1.0,4.0,10,7.0,43,2090.6976744186045,0.7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.013269,28.7527852,1002.8947142866808,0,47.013269,28.7527852,1002.8947142866808,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2.0,1.0,4.0,14,13.0,72,3041.6666666666665,0.9285714285714286,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0222153,28.8090383,1921.6644032132942,0,47.0222153,28.8090383,1921.6644032132942,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2.0,1.0,4.0,9,9.0,67,1292.313432835821,1.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,46.9930088,28.785891,2607.72497798578,0,46.9930088,28.785891,2607.72497798578,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.0,1.0,0.0,16,8.0,47,1330.0,0.5,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,47.067136,28.8464754,2373.551259248516,0,47.067136,28.8464754,2373.551259248516,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3.0,1.0,0.0,11,2.0,90,1050.0,0.18181818181818182,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0682815,28.8772456,3698.353607541666,0,47.0682815,28.8772456,3698.353607541666,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2.0,1.0,0.0,6,2.0,64,1347.6875,0.3333333333333333,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,47.0446369,28.7457465,3136.297581269001,0,47.0446369,28.7457465,3136.297581269001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3.0,1.0,2.0,9,7.0,66,1560.6060606060605,0.7777777777777778,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.9753487,28.8497058,1443.985863031758,0,46.9753487,28.8497058,1443.985863031758,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2.0,1.0,0.0,9,6.0,41,1431.7073170731708,0.6666666666666666,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46.9976732,28.8067094,979.7082049875876,0,46.9976732,28.8067094,979.7082049875876,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.0,1.0,4.0,12,5.0,100,3150.0,0.4166666666666667,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,47.0502222,28.8624992,141.09970476082694,0,47.0502222,28.8624992,141.09970476082694,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3.0,1.0,4.0,9,8.0,73,1505.4794520547946,0.8888888888888888,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.9414127,28.9366207,8132.884774401674,0,46.9414127,28.9366207,8132.884774401674,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1.0,1.0,0.0,16,5.0,46,1650.0,0.3125,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,46.9774506,28.8777776,2151.6369363540753,0,46.9774506,28.8777776,2151.6369363540753,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2.0,1.0,4.0,14,7.0,75,2866.6666666666665,0.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0221197,28.8008688,1883.9410283209686,0,47.0221197,28.8008688,1883.9410283209686,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3.0,1.0,0.0,13,10.0,73,2027.3972602739725,0.7692307692307693,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,47.0221197,28.8008688,1883.9410283209686,0,47.0221197,28.8008688,1883.9410283209686,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2.0,1.0,4.0,11,11.0,95,1778.9473684210527,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0007259,28.8134409,369.8448735840278,0,47.0007259,28.8134409,369.8448735840278,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.0,1.0,4.0,15,15.0,73,1890.4109589041095,1.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,47.0007703,28.8377083,2619.0306974465125,0,47.0007703,28.8377083,2619.0306974465125,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3.0,1.0,4.0,5,5.0,116,1862.0689655172414,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46.9865253,28.8339974,4169.748112883588,0,46.9865253,28.8339974,4169.748112883588,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.0,1.0,0.0,5,4.0,56,1605.7142857142858,0.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,47.0161988,28.7908212,2698.194283763021,0,47.0161988,28.7908212,2698.194283763021,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2.0,1.0,0.0,13,9.0,73,2200.0,0.6923076923076923,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46.9763638,28.8561457,1304.0847539924634,0,46.9763638,28.8561457,1304.0847539924634,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1.0,1.0,4.0,20,16.0,40,2147.5,0.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,47.0513766,28.8631964,264.68445191581264,0,47.0513766,28.8631964,264.68445191581264,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.0,1.0,4.0,14,14.0,54,2907.4074074074074,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0221197,28.8008688,1883.9410283209686,0,47.0221197,28.8008688,1883.9410283209686,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3.0,1.0,0.0,10,3.0,97,1916.4948453608247,0.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0430386,28.7714462,2432.842722994326,0,47.0430386,28.7714462,2432.842722994326,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2.0,1.0,0.0,9,3.0,73,1424.6575342465753,0.3333333333333333,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0153322,28.7456173,1379.457355730561,0,47.0153322,28.7456173,1379.457355730561,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1.0,1.0,0.0,15,9.0,58,1245.6896551724137,0.6,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,47.0676835,28.8433663,2926.195307716689,0,47.0676835,28.8433663,2926.195307716689,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.0,1.0,4.0,9,1.0,65,1523.076923076923,0.1111111111111111,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.009685,28.836078,1621.500231446039,0,47.009685,28.836078,1621.500231446039,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3.0,1.0,4.0,10,5.0,112,2080.3571428571427,0.5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0128007,28.8486809,1774.7923795477222,0,47.0128007,28.8486809,1774.7923795477222,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3.0,1.0,4.0,9,6.0,70,2000.0,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.9866733,28.8556126,191.63778699367865,0,46.9866733,28.8556126,191.63778699367865,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1.0,1.0,4.0,10,7.0,34,2379.4117647058824,0.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46.9594145,28.9195205,5900.495373669318,0,46.9594145,28.9195205,5900.495373669318,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3.0,1.0,4.0,6,4.0,70,2212.8571428571427,0.6666666666666666,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,1,47.0221197,28.8408695,1802.2657073879273,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3.0,1.0,4.0,11,3.0,97,2355.6701030927834,0.2727272727272727,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,47.0000916,28.8399385,2725.77357260575,0,47.0000916,28.8399385,2725.77357260575,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4.0,1.0,4.0,10,9.0,91,1384.6153846153845,0.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,46.973629,28.8551393,1600.317927846861,0,46.973629,28.8551393,1600.317927846861,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2.0,1.0,0.0,16,4.0,68,1807.3529411764705,0.25,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,46.977355,28.8786586,2213.631260361519,0,46.977355,28.8786586,2213.631260361519,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3.0,1.0,4.0,5,1.0,80,1487.5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.9820009,28.8580098,733.1436462115911,0,46.9820009,28.8580098,733.1436462115911,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2.0,1.0,4.0,10,3.0,102,2352.9411764705883,0.3,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,46.9881356,28.8444556,724.1158877622267,0,46.9881356,28.8444556,724.1158877622267,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3.0,1.0,4.0,5,4.0,80,1375.0,0.8,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,47.035127,28.8645603,1547.1314688528394,0,47.035127,28.8645603,1547.1314688528394,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3.0,1.0,4.0,6,4.0,70,2212.8571428571427,0.6666666666666666,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,1,47.0221197,28.8408695,1802.2657073879273,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3.0,1.0,4.0,11,3.0,97,2355.6701030927834,0.2727272727272727,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,47.0000916,28.8399385,2725.77357260575,0,47.0000916,28.8399385,2725.77357260575,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4.0,1.0,4.0,10,9.0,91,1384.6153846153845,0.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,46.973629,28.8551393,1600.317927846861,0,46.973629,28.8551393,1600.317927846861,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2.0,1.0,0.0,16,4.0,68,1807.3529411764705,0.25,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,46.977355,28.8786586,2213.631260361519,0,46.977355,28.8786586,2213.631260361519,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3.0,1.0,4.0,5,1.0,80,1487.5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.9820009,28.8580098,733.1436462115911,0,46.9820009,28.8580098,733.1436462115911,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2.0,1.0,4.0,10,3.0,102,2352.9411764705883,0.3,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,46.9881356,28.8444556,724.1158877622267,0,46.9881356,28.8444556,724.1158877622267,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3.0,1.0,4.0,5,4.0,80,1375.0,0.8,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,47.035127,28.8645603,1547.1314688528394,0,47.035127,28.8645603,1547.1314688528394,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3.0,1.0,4.0,6,4.0,70,2212.8571428571427,0.6666666666666666,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,1,47.0221197,28.8408695,1802.2657073879273,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3.0,1.0,4.0,11,3.0,97,2355.6701030927834,0.2727272727272727,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,47.0000916,28.8399385,2725.77357260575,0,47.0000916,28.8399385,2725.77357260575,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2.0,1.0,4.0,9,6.0,73,1780.8219178082193,0.6666666666666666,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,47.0253277,28.7716228,960.3672560452916,0,47.0253277,28.7716228,960.3672560452916,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.0,1.0,0.0,13,5.0,48,2500.0,0.38461538461538464,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,47.0391194,28.8086341,2441.8279254033523,0,47.0391194,28.8086341,2441.8279254033523,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3.0,1.0,1.0,5,3.0,65,2384.6153846153848,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0183326,28.8422148,998.3593674887428,0,47.0183326,28.8422148,998.3593674887428,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.0,1.0,0.0,10,5.0,43,1178.139534883721,0.5,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,47.0132668,28.7511952,1098.787581805104,0,47.0132668,28.7511952,1098.787581805104,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2.0,1.0,4.0,14,9.0,64,2499.84375,0.6428571428571429,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,46.977355,28.8786586,2213.631260361519,0,46.977355,28.8786586,2213.631260361519,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3.0,1.0,3.0,8,2.0,105,1903.8095238095239,0.25,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,46.9977704,28.8675014,1492.952129980362,0,46.9977704,28.8675014,1492.952129980362,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2.0,1.0,4.0,9,8.0,55,1998.1818181818182,0.8888888888888888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.9790091,28.8373875,1608.5936101213567,0,46.9790091,28.8373875,1608.5936101213567,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2.0,1.0,4.0,5,2.0,50,1800.0,0.4,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,47.0030776,28.8929606,3673.095379779553,0,47.0030776,28.8929606,3673.095379779553,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2.0,1.0,4.0,9,6.0,73,1780.8219178082193,0.6666666666666666,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,47.0253277,28.7716228,960.3672560452916,0,47.0253277,28.7716228,960.3672560452916,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.0,1.0,0.0,13,5.0,48,2500.0,0.38461538461538464,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,47.0391194,28.8086341,2441.8279254033523,0,47.0391194,28.8086341,2441.8279254033523,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3.0,1.0,1.0,5,3.0,65,2384.6153846153848,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0183326,28.8422148,998.3593674887428,0,47.0183326,28.8422148,998.3593674887428,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.0,1.0,0.0,10,5.0,43,1178.139534883721,0.5,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,47.0132668,28.7511952,1098.787581805104,0,47.0132668,28.7511952,1098.787581805104,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2.0,1.0,4.0,14,9.0,64,2499.84375,0.6428571428571429,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,46.977355,28.8786586,2213.631260361519,0,46.977355,28.8786586,2213.631260361519,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3.0,1.0,3.0,8,2.0,105,1903.8095238095239,0.25,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,46.9977704,28.8675014,1492.952129980362,0,46.9977704,28.8675014,1492.952129980362,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2.0,1.0,4.0,9,8.0,55,1998.1818181818182,0.8888888888888888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.9790091,28.8373875,1608.5936101213567,0,46.9790091,28.8373875,1608.5936101213567,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2.0,1.0,4.0,5,2.0,50,1800.0,0.4,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,47.0030776,28.8929606,3673.095379779553,0,47.0030776,28.8929606,3673.095379779553,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2.0,1.0,4.0,9,6.0,73,1780.8219178082193,0.6666666666666666,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,47.0253277,28.7716228,960.3672560452916,0,47.0253277,28.7716228,960.3672560452916,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.0,1.0,0.0,13,5.0,48,2500.0,0.38461538461538464,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,47.0391194,28.8086341,2441.8279254033523,0,47.0391194,28.8086341,2441.8279254033523,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3.0,1.0,0.0,10,3.0,97,1916.4948453608247,0.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0430386,28.7714462,2432.842722994326,0,47.0430386,28.7714462,2432.842722994326,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2.0,1.0,0.0,9,3.0,73,1424.6575342465753,0.3333333333333333,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0153322,28.7456173,1379.457355730561,0,47.0153322,28.7456173,1379.457355730561,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1.0,1.0,0.0,15,9.0,58,1245.6896551724137,0.6,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,47.0676835,28.8433663,2926.195307716689,0,47.0676835,28.8433663,2926.195307716689,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.0,1.0,4.0,10,5.0,112,2080.3571428571427,0.5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0128007,28.8486809,1774.7923795477222,0,47.0128007,28.8486809,1774.7923795477222,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3.0,1.0,4.0,9,6.0,70,2000.0,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.9866733,28.8556126,191.63778699367865,0,46.9866733,28.8556126,191.63778699367865,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1.0,1.0,4.0,10,7.0,34,2379.4117647058824,0.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46.9594145,28.9195205,5900.495373669318,0,46.9594145,28.9195205,5900.495373669318,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2.0,1.0,0.0,16,11.0,89,1353.9325842696628,0.6875,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0308656,28.8559293,2086.4250920503764,0,47.0308656,28.8559293,2086.4250920503764,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2.0,1.0,4.0,9,8.0,53,2735.8490566037735,0.8888888888888888,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,47.0158464,28.8532053,1845.5479772734345,0,47.0158464,28.8532053,1845.5479772734345,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3.0,1.0,0.0,17,7.0,86,1626.7441860465117,0.4117647058823529,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46.9867518,28.835695,1395.4028840128835,0,46.9867518,28.835695,1395.4028840128835,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2.0,1.0,2.0,5,5.0,49,1918.3673469387754,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.9848256,28.8677145,1098.5524420999213,0,46.9848256,28.8677145,1098.5524420999213,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2.0,1.0,0.0,16,15.0,87,1604.5977011494253,0.9375,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,47.0026113,28.8437162,2538.781670520412,0,47.0026113,28.8437162,2538.781670520412,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3.0,1.0,2.0,5,4.0,69,1695.6521739130435,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0325286,28.7790868,1949.874330844143,0,47.0325286,28.7790868,1949.874330844143,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2.0,1.0,0.0,6,4.0,73,1760.2739726027398,0.6666666666666666,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46.9599978,28.8955621,4431.589038688936,0,46.9599978,28.8955621,4431.589038688936,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1.0,1.0,4.0,12,4.0,50,3030.0,0.3333333333333333,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,47.0502222,28.8624992,141.09970476082694,0,47.0502222,28.8624992,141.09970476082694,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2.0,1.0,4.0,15,1.0,88,1604.5454545454545,0.06666666666666667,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46.9780492,28.8783495,2153.175659406483,0,46.9780492,28.8783495,2153.175659406483,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1.0,1.0,4.0,9,6.0,32,1203.125,0.6666666666666666,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,46.9679423,28.888174,3419.9578998779393,0,46.9679423,28.888174,3419.9578998779393,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2.0,1.0,2.0,5,3.0,42,1654.7619047619048,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0001616,28.8615758,1469.309766466223,0,47.0001616,28.8615758,1469.309766466223,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2.0,1.0,4.0,5,2.0,60,1983.3333333333333,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0498384,28.8672996,338.8346913832412,0,47.0498384,28.8672996,338.8346913832412,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.0,1.0,4.0,10,8.0,37,3216.2162162162163,0.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46.9748257,28.8572494,1485.5102537697908,0,46.9748257,28.8572494,1485.5102537697908,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3.0,1.0,0.0,10,9.0,96,1729.0625,0.9,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,47.0315675,28.7805533,1891.2493884084581,0,47.0315675,28.7805533,1891.2493884084581,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
